Order,Company,Index,File/Directory,Number,Percent,PercentAll
By changed lines,IBM,3,staging/src/k8s.io,2921,2.313,0.074
By changed lines,IBM,3,api/swagger-spec/apps_v1beta1.json,2906,2.301,0.074
By changed lines,IBM,3,pkg/api/v1,2661,2.107,0.068
By changed lines,IBM,3,pkg/kubelet,2267,1.795,0.058
By changed lines,IBM,3,api/swagger-spec/batch_v1.json,2211,1.751,0.056
By changed lines,IBM,3,api/swagger-spec/batch_v2alpha1.json,2168,1.717,0.055
All By changed lines,Kelowna,4,"",99821,2.535,2.535
By changed lines,Kelowna,4,api,69936,70.061,1.776
By changed lines,Kelowna,4,api/swagger-spec,48952,49.04,1.243
By changed lines,Kelowna,4,api/openapi-spec/swagger.json,20984,21.022,0.533
By changed lines,Kelowna,4,federation/apis,19369,19.404,0.492
By changed lines,Kelowna,4,federation/apis/openapi-spec/swagger.json,9940,9.958,0.252
By changed lines,Kelowna,4,api/swagger-spec/v1.json,9786,9.804,0.248
By changed lines,Kelowna,4,docs,9631,9.648,0.245
By changed lines,Kelowna,4,federation/apis/swagger-spec,9425,9.442,0.239
By changed lines,Kelowna,4,api/swagger-spec/extensions_v1beta1.json,7846,7.86,0.199
By changed lines,Kelowna,4,federation/apis/swagger-spec/extensions_v1beta1.json,6908,6.92,0.175
By changed lines,Kelowna,4,api/swagger-spec/apps_v1beta1.json,6307,6.318,0.16
By changed lines,Kelowna,4,docs/user-guide,5645,5.655,0.143
By changed lines,Kelowna,4,api/swagger-spec/batch_v2alpha1.json,5527,5.537,0.14
By changed lines,Kelowna,4,api/swagger-spec/batch_v1.json,4895,4.904,0.124
By changed lines,Kelowna,4,api/swagger-spec/apps_v1alpha1.json,4082,4.089,0.104
By changed lines,Kelowna,4,docs/user-guide/kubectl-overview.md,2336,2.34,0.059
By changed lines,Kelowna,4,docs/api.md,1967,1.971,0.05
By changed lines,Kelowna,4,federation/apis/swagger-spec/v1.json,1949,1.952,0.049
By changed lines,Kelowna,4,api/swagger-spec/rbac.authorization.k8s.io_v1beta1.json,1551,1.554,0.039
By changed lines,Kelowna,4,api/swagger-spec/rbac.authorization.k8s.io_v1alpha1.json,1551,1.554,0.039
By changed lines,Kelowna,4,api/swagger-spec/settings.k8s.io_v1alpha1.json,1491,1.494,0.038
By changed lines,Kelowna,4,api/swagger-spec/autoscaling_v2alpha1.json,1070,1.072,0.027
All By changed lines,Airbnb,5,"",93801,2.382,2.382
By changed lines,Airbnb,5,api,75062,80.023,1.906
By changed lines,Airbnb,5,api/swagger-spec,45814,48.842,1.163
By changed lines,Airbnb,5,api/openapi-spec/swagger.json,29248,31.181,0.743
By changed lines,Airbnb,5,federation/apis,17442,18.595,0.443
By changed lines,Airbnb,5,api/swagger-spec/extensions_v1beta1.json,13584,14.482,0.345
By changed lines,Airbnb,5,federation/apis/openapi-spec/swagger.json,11584,12.35,0.294
By changed lines,Airbnb,5,api/swagger-spec/apps_v1beta1.json,9679,10.319,0.246
By changed lines,Airbnb,5,api/swagger-spec/v1.json,9524,10.153,0.242
By changed lines,Airbnb,5,api/swagger-spec/batch_v2alpha1.json,8452,9.011,0.215
By changed lines,Airbnb,5,federation/apis/swagger-spec/extensions_v1beta1.json,5858,6.245,0.149
By changed lines,Airbnb,5,api/swagger-spec/batch_v1.json,4575,4.877,0.116
By changed lines,Airbnb,5,pkg,974,1.038,0.025
All By changed lines,Microsoft,6,"",73358,1.863,1.863
By changed lines,Microsoft,6,api,37166,50.664,0.944
By changed lines,Microsoft,6,api/swagger-spec,19197,26.169,0.487
By changed lines,Microsoft,6,api/openapi-spec/swagger.json,17969,24.495,0.456
By changed lines,Microsoft,6,pkg,12421,16.932,0.315
By changed lines,Microsoft,6,federation/apis,12095,16.488,0.307
By changed lines,Microsoft,6,federation/apis/openapi-spec/swagger.json,8044,10.965,0.204
By changed lines,Microsoft,6,translations,7003,9.546,0.178
By changed lines,Microsoft,6,translations/kubectl,6980,9.515,0.177
By changed lines,Microsoft,6,pkg/cloudprovider/providers/azure,6688,9.117,0.17
By changed lines,Microsoft,6,api/swagger-spec/v1.json,5355,7.3,0.136
By changed lines,Microsoft,6,api/swagger-spec/extensions_v1beta1.json,4967,6.771,0.126
By changed lines,Microsoft,6,federation/apis/swagger-spec/extensions_v1beta1.json,4051,5.522,0.103
By changed lines,Microsoft,6,staging/src/k8s.io/client-go,4042,5.51,0.103
By changed lines,Microsoft,6,api/swagger-spec/apps_v1beta1.json,3317,4.522,0.084
By changed lines,Microsoft,6,staging/src/k8s.io/client-go/plugin/pkg,2993,4.08,0.076
All By changed lines,VMware,7,"",66110,1.679,1.679
By changed lines,VMware,7,api,29762,45.019,0.756
By changed lines,VMware,7,api/swagger-spec,20319,30.735,0.516
By changed lines,VMware,7,pkg,17256,26.102,0.438
By changed lines,VMware,7,test/e2e,10177,15.394,0.258
By changed lines,VMware,7,api/openapi-spec/swagger.json,9443,14.284,0.24
By changed lines,VMware,7,pkg/generated/bindata.go,8426,12.745,0.214
By changed lines,VMware,7,pkg/cloudprovider/providers/vsphere,7873,11.909,0.2
By changed lines,VMware,7,federation/apis,7336,11.097,0.186
By changed lines,VMware,7,pkg/cloudprovider/providers/vsphere/vsphere.go,5714,8.643,0.145
By changed lines,VMware,7,api/swagger-spec/v1.json,5522,8.353,0.14
By changed lines,VMware,7,api/swagger-spec/extensions_v1beta1.json,5118,7.742,0.13
By changed lines,VMware,7,federation/apis/swagger-spec/extensions_v1beta1.json,4200,6.353,0.107
By changed lines,VMware,7,api/swagger-spec/apps_v1beta1.json,3472,5.252,0.088
By changed lines,VMware,7,test/e2e/storage,3165,4.787,0.08
By changed lines,VMware,7,federation/apis/openapi-spec/swagger.json,3128,4.732,0.079
By changed lines,VMware,7,api/swagger-spec/batch_v1.json,2775,4.198,0.07
By changed lines,VMware,7,api/swagger-spec/batch_v2alpha1.json,2731,4.131,0.069
All By changed lines,Self,8,"",65729,1.669,1.669
By changed lines,Self,8,api,32668,49.701,0.83
By changed lines,Self,8,api/swagger-spec,20248,30.805,0.514
By changed lines,Self,8,pkg,15502,23.585,0.394
By changed lines,Self,8,api/openapi-spec/swagger.json,12420,18.896,0.315
By changed lines,Self,8,api/swagger-spec/extensions_v1beta1.json,6963,10.593,0.177
By changed lines,Self,8,staging/src/k8s.io,5772,8.782,0.147
By changed lines,Self,8,pkg/cloudprovider,5736,8.727,0.146
By changed lines,Self,8,pkg/cloudprovider/providers/aws,5731,8.719,0.146
By changed lines,Self,8,federation,5272,8.021,0.134
By changed lines,Self,8,federation/apis/openapi-spec/swagger.json,5063,7.703,0.129
By changed lines,Self,8,api/swagger-spec/v1.json,4852,7.382,0.123
By changed lines,Self,8,api/swagger-spec/apps_v1beta1.json,4535,6.9,0.115
By changed lines,Self,8,pkg/kubelet,3931,5.981,0.1
By changed lines,Self,8,api/swagger-spec/batch_v2alpha1.json,3897,5.929,0.099
By changed lines,Self,8,pkg/kubelet/apis/cri/v1alpha1,3362,5.115,0.085
By changed lines,Self,8,pkg/kubelet/apis/cri/v1alpha1/api.pb.go,3360,5.112,0.085
By changed lines,Self,8,staging/src/k8s.io/kube-apiextensions-server,3169,4.821,0.08
All By changed lines,storageos,9,"",64073,1.627,1.627
By changed lines,storageos,9,api,41403,64.618,1.051
By changed lines,storageos,9,api/swagger-spec,26901,41.985,0.683
By changed lines,storageos,9,api/openapi-spec/swagger.json,14502,22.634,0.368
By changed lines,storageos,9,pkg,11086,17.302,0.281
By changed lines,storageos,9,pkg/volume,9858,15.386,0.25
By changed lines,storageos,9,pkg/volume/storageos,9857,15.384,0.25
By changed lines,storageos,9,federation/apis,9256,14.446,0.235
By changed lines,storageos,9,api/swagger-spec/v1.json,6548,10.22,0.166
By changed lines,storageos,9,api/swagger-spec/extensions_v1beta1.json,6503,10.149,0.165
By changed lines,storageos,9,federation/apis/swagger-spec/extensions_v1beta1.json,5568,8.69,0.141
By changed lines,storageos,9,api/swagger-spec/apps_v1beta1.json,4815,7.515,0.122
By changed lines,storageos,9,pkg/volume/storageos/storageos.go,4521,7.056,0.115
By changed lines,storageos,9,api/swagger-spec/batch_v1.json,4126,6.44,0.105
By changed lines,storageos,9,api/swagger-spec/batch_v2alpha1.json,4083,6.372,0.104
By changed lines,storageos,9,federation/apis/openapi-spec/swagger.json,3688,5.756,0.094
By changed lines,storageos,9,pkg/volume/storageos/storageos_test.go,2224,3.471,0.056
By changed lines,storageos,9,examples,2056,3.209,0.052
By changed lines,storageos,9,examples/volumes/storageos,1889,2.948,0.048
By changed lines,storageos,9,pkg/volume/storageos/storageos_util.go,1877,2.929,0.048
By changed lines,storageos,9,examples/volumes/storageos/README.md,1630,2.544,0.041
All By changed lines,Caicloud,10,"",59144,1.502,1.502
By changed lines,Caicloud,10,api,40889,69.135,1.038
By changed lines,Caicloud,10,api/openapi-spec/swagger.json,25384,42.919,0.645
By changed lines,Caicloud,10,api/swagger-spec,15505,26.216,0.394
By changed lines,Caicloud,10,federation,11040,18.666,0.28
By changed lines,Caicloud,10,federation/apis,11036,18.66,0.28
By changed lines,Caicloud,10,federation/apis/openapi-spec/swagger.json,7845,13.264,0.199
By changed lines,Caicloud,10,api/swagger-spec/v1.json,7265,12.284,0.184
By changed lines,Caicloud,10,pkg,7055,11.929,0.179
By changed lines,Caicloud,10,pkg/kubectl/cmd,5485,9.274,0.139
By changed lines,Caicloud,10,api/swagger-spec/extensions_v1beta1.json,5051,8.54,0.128
By changed lines,Caicloud,10,pkg/kubectl/cmd/config,4182,7.071,0.106
By changed lines,Caicloud,10,federation/apis/swagger-spec/extensions_v1beta1.json,3191,5.395,0.081
By changed lines,Caicloud,10,api/swagger-spec/apps_v1beta1.json,1965,3.322,0.05
By changed lines,Caicloud,10,pkg/api,706,1.194,0.018
By changed lines,Caicloud,10,pkg/api/validation,700,1.184,0.018
By changed lines,Caicloud,10,pkg/api/validation/validation_test.go,698,1.18,0.018
By changed lines,Caicloud,10,pkg/kubectl/cmd/config/create_context_test.go,690,1.167,0.018
By changed lines,Caicloud,10,pkg/kubectl/cmd/config/unset_test.go,651,1.101,0.017
By changed lines,Caicloud,10,pkg/kubectl/cmd/config/create_cluster_test.go,647,1.094,0.016
By changed lines,Caicloud,10,pkg/kubectl/cmd/set,622,1.052,0.016
By changed lines,Caicloud,10,pkg/kubectl/cmd/config/view_test.go,619,1.047,0.016
All By changed lines,Hyper.sh,11,"",49195,1.249,1.249
By changed lines,Hyper.sh,11,pkg,45219,91.918,1.148
By changed lines,Hyper.sh,11,pkg/kubelet,42091,85.56,1.069
By changed lines,Hyper.sh,11,pkg/kubelet/api,34522,70.174,0.877
By changed lines,Hyper.sh,11,pkg/kubelet/api/v1alpha1/runtime,34456,70.04,0.875
By changed lines,Hyper.sh,11,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,34397,69.92,0.873
By changed lines,Hyper.sh,11,pkg/kubelet/apis/cri,5238,10.647,0.133
By changed lines,Hyper.sh,11,pkg/kubelet/apis/cri/v1alpha1,5231,10.633,0.133
By changed lines,Hyper.sh,11,pkg/kubelet/apis/cri/v1alpha1/api.pb.go,5221,10.613,0.133
By changed lines,Hyper.sh,11,pkg/api,1584,3.22,0.04
By changed lines,Hyper.sh,11,test/e2e_node,1534,3.118,0.039
By changed lines,Hyper.sh,11,test/e2e_node/security_context_test.go,1531,3.112,0.039
By changed lines,Hyper.sh,11,pkg/fieldpath,1517,3.084,0.039
By changed lines,Hyper.sh,11,plugin/pkg/scheduler,1484,3.017,0.038
By changed lines,Hyper.sh,11,plugin/pkg/scheduler/core,1422,2.891,0.036
By changed lines,Hyper.sh,11,pkg/api/v1,1279,2.6,0.032
By changed lines,Hyper.sh,11,pkg/kubelet/kuberuntime,1148,2.334,0.029
By changed lines,Hyper.sh,11,pkg/kubelet/dockershim,1106,2.248,0.028
By changed lines,Hyper.sh,11,staging/src/k8s.io,945,1.921,0.024
All By changed lines,Wattpad,12,"",35442,0.9,0.9
By changed lines,Wattpad,12,api,27734,78.252,0.704
By changed lines,Wattpad,12,api/openapi-spec/swagger.json,15860,44.749,0.403
By changed lines,Wattpad,12,api/swagger-spec,11874,33.503,0.302
By changed lines,Wattpad,12,federation/apis/openapi-spec/swagger.json,6860,19.356,0.174
By changed lines,Wattpad,12,api/swagger-spec/extensions_v1beta1.json,4202,11.856,0.107
By changed lines,Wattpad,12,api/swagger-spec/v1.json,3273,9.235,0.083
By changed lines,Wattpad,12,api/swagger-spec/apps_v1beta1.json,2562,7.229,0.065
By changed lines,Wattpad,12,api/swagger-spec/batch_v2alpha1.json,1835,5.177,0.047
By changed lines,Wattpad,12,pkg,799,2.254,0.02
By changed lines,Wattpad,12,pkg/kubelet,689,1.944,0.017
All By changed lines,Huawei,13,"",30634,0.778,0.778
By changed lines,Huawei,13,federation,24787,80.913,0.629
By changed lines,Huawei,13,federation/pkg,24457,79.836,0.621
By changed lines,Huawei,13,federation/pkg/federation-controller,23674,77.28,0.601
By changed lines,Huawei,13,federation/pkg/federation-controller/service,21703,70.846,0.551
By changed lines,Huawei,13,federation/pkg/federation-controller/service/servicecontroller.go,8764,28.609,0.223
By changed lines,Huawei,13,pkg,3701,12.081,0.094
By changed lines,Huawei,13,federation/pkg/federation-controller/service/servicecontroller_test.go,3018,9.852,0.077
By changed lines,Huawei,13,pkg/controller,2112,6.894,0.054
By changed lines,Huawei,13,pkg/controller/service/servicecontroller_test.go,2083,6.8,0.053
By changed lines,Huawei,13,federation/pkg/federation-controller/service/service_helper.go,1847,6.029,0.047
By changed lines,Huawei,13,test,1603,5.233,0.041
By changed lines,Huawei,13,pkg/client/leaderelection,1457,4.756,0.037
By changed lines,Huawei,13,pkg/client/leaderelection/leaderelection_test.go,1425,4.652,0.036
By changed lines,Huawei,13,federation/pkg/federation-controller/util,1409,4.599,0.036
By changed lines,Huawei,13,federation/pkg/federation-controller/service/dns.go,1308,4.27,0.033
By changed lines,Huawei,13,federation/pkg/federation-controller/service/service_helper_test.go,1291,4.214,0.033
By changed lines,Huawei,13,test/e2e_federation,1288,4.204,0.033
By changed lines,Huawei,13,federation/pkg/federation-controller/service/cluster_helper.go,1193,3.894,0.03
By changed lines,Huawei,13,federation/pkg/federation-controller/service/endpoint_helper.go,1145,3.738,0.029
By changed lines,Huawei,13,federation/pkg/federation-controller/service/dns_test.go,1141,3.725,0.029
By changed lines,Huawei,13,federation/pkg/federation-controller/service/endpoint_helper_test.go,969,3.163,0.025
By changed lines,Huawei,13,federation/pkg/kubefed,779,2.543,0.02
By changed lines,Huawei,13,federation/pkg/federation-controller/service/ingress.go,767,2.504,0.019
All By changed lines,Heptio,14,"",24567,0.624,0.624
By changed lines,Heptio,14,pkg,10630,43.269,0.27
By changed lines,Heptio,14,pkg/kubelet/api/v1alpha1/runtime/api.pb.go,8131,33.097,0.206
By changed lines,Heptio,14,examples,6762,27.525,0.172
By changed lines,Heptio,14,examples/k8petstore,6761,27.521,0.172
By changed lines,Heptio,14,staging/src/k8s.io,4774,19.433,0.121
By changed lines,Heptio,14,staging/src/k8s.io/client-go,2777,11.304,0.071
By changed lines,Heptio,14,staging/src/k8s.io/client-go/pkg,2654,10.803,0.067
By changed lines,Heptio,14,staging/src/k8s.io/client-go/pkg/api,2612,10.632,0.066
By changed lines,Heptio,14,pkg/client/leaderelection,2215,9.016,0.056
By changed lines,Heptio,14,test,1799,7.323,0.046
By changed lines,Heptio,14,test/e2e,1773,7.217,0.045
By changed lines,Heptio,14,staging/src/k8s.io/client-go/pkg/api/v1,1590,6.472,0.04
By changed lines,Heptio,14,examples/k8petstore/web-server,1435,5.841,0.036
By changed lines,Heptio,14,pkg/client/leaderelection/leaderelection_test.go,1354,5.511,0.034
By changed lines,Heptio,14,staging/src/k8s.io/client-go/pkg/api/v1/resource_helpers.go,1300,5.292,0.033
By changed lines,Heptio,14,examples/k8petstore/README.md,1209,4.921,0.031
By changed lines,Heptio,14,examples/k8petstore/k8petstore-nodeport.sh,1162,4.73,0.03
By changed lines,Heptio,14,staging/src/k8s.io/apiserver,1058,4.307,0.027
All By changed lines,TravelSky Technology Limited,15,"",22249,0.565,0.565
By changed lines,TravelSky Technology Limited,15,api,18651,83.828,0.474
By changed lines,TravelSky Technology Limited,15,api/openapi-spec/swagger.json,9898,44.487,0.251
By changed lines,TravelSky Technology Limited,15,api/swagger-spec,8753,39.341,0.222
By changed lines,TravelSky Technology Limited,15,api/swagger-spec/extensions_v1beta1.json,3768,16.936,0.096
By changed lines,TravelSky Technology Limited,15,federation/apis/openapi-spec/swagger.json,3545,15.933,0.09
By changed lines,TravelSky Technology Limited,15,api/swagger-spec/v1.json,2861,12.859,0.073
By changed lines,TravelSky Technology Limited,15,api/swagger-spec/apps_v1beta1.json,2115,9.506,0.054
All By changed lines,NotFound,16,"",398,0.01,0.01
By changed lines,NotFound,16,cluster,147,36.935,0.004
By changed lines,NotFound,16,pkg,147,36.935,0.004
By changed lines,NotFound,16,cluster/addons/registry,147,36.935,0.004
By changed lines,NotFound,16,pkg/controller,135,33.92,0.003
By changed lines,NotFound,16,cmd/kube-controller-manager/app,90,22.613,0.002
By changed lines,NotFound,16,pkg/controller/podautoscaler,79,19.849,0.002
By changed lines,NotFound,16,cmd/kube-controller-manager/app/options/options.go,74,18.593,0.002
By changed lines,NotFound,16,cluster/addons/registry/registry-rc.yaml,70,17.588,0.002
By changed lines,NotFound,16,cluster/addons/registry/README.md,59,14.824,0.001
By changed lines,NotFound,16,pkg/controller/garbagecollector/graph_builder.go,52,13.065,0.001
By changed lines,NotFound,16,pkg/controller/podautoscaler/horizontal.go,39,9.799,0.001
By changed lines,NotFound,16,pkg/controller/podautoscaler/legacy_horizontal_test.go,20,5.025,0.001
By changed lines,NotFound,16,pkg/controller/podautoscaler/horizontal_test.go,20,5.025,0.001
By changed lines,NotFound,16,cluster/addons/registry/registry-svc.yaml,18,4.523,0.0
By changed lines,NotFound,16,cmd/kube-controller-manager/app/autoscaling.go,16,4.02,0.0
By changed lines,NotFound,16,staging/src,12,3.015,0.0
By changed lines,NotFound,16,pkg/apis,12,3.015,0.0
By changed lines,NotFound,16,staging/src/k8s.io,12,3.015,0.0
By changed lines,NotFound,16,pkg/apis/componentconfig,12,3.015,0.0
All By number of commits to file,All,0,"",13506,100.0,100.0
All By number of commits to file,Google,1,"",6422,47.549,47.549
By number of commits to file,Google,1,pkg,2632,40.984,19.488
By number of commits to file,Google,1,staging,1163,18.11,8.611
By number of commits to file,Google,1,staging/src/k8s.io,1156,18.001,8.559
By number of commits to file,Google,1,test,646,10.059,4.783
By number of commits to file,Google,1,staging/src/k8s.io/client-go,622,9.685,4.605
By number of commits to file,Google,1,docs,508,7.91,3.761
By number of commits to file,Google,1,pkg/kubelet,496,7.723,3.672
By number of commits to file,Google,1,pkg/client,427,6.649,3.162
By number of commits to file,Google,1,cluster,381,5.933,2.821
By number of commits to file,Google,1,test/e2e,325,5.061,2.406
By number of commits to file,Google,1,cmd,306,4.765,2.266
By number of commits to file,Google,1,federation,296,4.609,2.192
By number of commits to file,Google,1,pkg/controller,277,4.313,2.051
By number of commits to file,Google,1,staging/src/k8s.io/apiserver,256,3.986,1.895
By number of commits to file,Google,1,staging/src/k8s.io/client-go/pkg,250,3.893,1.851
By number of commits to file,Google,1,staging/src/k8s.io/apiserver/pkg,229,3.566,1.696
By number of commits to file,Google,1,pkg/client/clientset_generated,220,3.426,1.629
By number of commits to file,Google,1,docs/man/man1,213,3.317,1.577
By number of commits to file,Google,1,pkg/apis,210,3.27,1.555
By number of commits to file,Google,1,pkg/api,188,2.927,1.392
By number of commits to file,Google,1,docs/user-guide/kubectl,180,2.803,1.333
By number of commits to file,Google,1,pkg/kubectl,174,2.709,1.288
All By number of commits to file,Red Hat,2,"",3420,25.322,25.322
By number of commits to file,Red Hat,2,staging,1214,35.497,8.989
By number of commits to file,Red Hat,2,staging/src/k8s.io,1210,35.38,8.959
By number of commits to file,Red Hat,2,pkg,1118,32.69,8.278
By number of commits to file,Red Hat,2,staging/src/k8s.io/apiserver,368,10.76,2.725
By number of commits to file,Red Hat,2,staging/src/k8s.io/apiserver/pkg,353,10.322,2.614
By number of commits to file,Red Hat,2,test,342,10.0,2.532
By number of commits to file,Red Hat,2,staging/src/k8s.io/kube-apiextensions-server,321,9.386,2.377
By number of commits to file,Red Hat,2,staging/src/k8s.io/kube-apiextensions-server/pkg,264,7.719,1.955
By number of commits to file,Red Hat,2,pkg/kubectl,216,6.316,1.599
By number of commits to file,Red Hat,2,pkg/registry,209,6.111,1.547
By number of commits to file,Red Hat,2,staging/src/k8s.io/client-go,180,5.263,1.333
By number of commits to file,Red Hat,2,plugin,175,5.117,1.296
By number of commits to file,Red Hat,2,pkg/kubectl/cmd,175,5.117,1.296
By number of commits to file,Red Hat,2,federation,171,5.0,1.266
By number of commits to file,Red Hat,2,plugin/pkg,161,4.708,1.192
By number of commits to file,Red Hat,2,staging/src/k8s.io/apiserver/pkg/server,151,4.415,1.118
By number of commits to file,Red Hat,2,test/e2e,149,4.357,1.103
By number of commits to file,Red Hat,2,pkg/controller,127,3.713,0.94
By number of commits to file,Red Hat,2,staging/src/k8s.io/apiextensions-apiserver,119,3.48,0.881
By number of commits to file,Red Hat,2,staging/src/k8s.io/kube-apiextensions-server/pkg/client,118,3.45,0.874
By number of commits to file,Red Hat,2,cmd,113,3.304,0.837
By number of commits to file,Red Hat,2,plugin/pkg/admission,113,3.304,0.837
By number of commits to file,Red Hat,2,staging/src/k8s.io/kube-aggregator,113,3.304,0.837
By number of commits to file,Red Hat,2,test/integration,110,3.216,0.814
All By number of commits to file,Self,3,"",421,3.117,3.117
By number of commits to file,Self,3,pkg,128,30.404,0.948
By number of commits to file,Self,3,cluster,77,18.29,0.57
By number of commits to file,Self,3,plugin,64,15.202,0.474
By number of commits to file,Self,3,plugin/pkg,62,14.727,0.459
By number of commits to file,Self,3,plugin/pkg/admission,60,14.252,0.444
By number of commits to file,Self,3,cmd,54,12.827,0.4
By number of commits to file,Self,3,cluster/juju/layers,45,10.689,0.333
By number of commits to file,Self,3,staging/src/k8s.io,44,10.451,0.326
By number of commits to file,Self,3,cmd/kubeadm/app,39,9.264,0.289
By number of commits to file,Self,3,cluster/juju/layers/kubernetes-worker,26,6.176,0.193
By number of commits to file,Self,3,pkg/cloudprovider,25,5.938,0.185
By number of commits to file,Self,3,pkg/cloudprovider/providers/aws,24,5.701,0.178
By number of commits to file,Self,3,pkg/controller,23,5.463,0.17
By number of commits to file,Self,3,pkg/kubelet,23,5.463,0.17
By number of commits to file,Self,3,staging/src/k8s.io/apiserver,23,5.463,0.17
By number of commits to file,Self,3,staging/src/k8s.io/apiserver/pkg,22,5.226,0.163
By number of commits to file,Self,3,pkg/kubectl,19,4.513,0.141
By number of commits to file,Self,3,cluster/juju/layers/kubernetes-master,19,4.513,0.141
By number of commits to file,Self,3,pkg/kubectl/cmd,18,4.276,0.133
By number of commits to file,Self,3,federation,15,3.563,0.111
All By number of commits to file,Kelowna,4,"",311,2.303,2.303
By number of commits to file,Kelowna,4,docs,141,45.338,1.044
By number of commits to file,Kelowna,4,docs/user-guide,74,23.794,0.548
By number of commits to file,Kelowna,4,api,38,12.219,0.281
By number of commits to file,Kelowna,4,api/swagger-spec,37,11.897,0.274
By number of commits to file,Kelowna,4,pkg,31,9.968,0.23
By number of commits to file,Kelowna,4,docs/getting-started-guides,31,9.968,0.23
By number of commits to file,Kelowna,4,staging/src/k8s.io,30,9.646,0.222
By number of commits to file,Kelowna,4,docs/admin,29,9.325,0.215
By number of commits to file,Kelowna,4,examples,24,7.717,0.178
By number of commits to file,Kelowna,4,staging/src/k8s.io/client-go,22,7.074,0.163
