Order,Company,Index,File/Directory,Number,Percent,PercentAll
By changed lines,Red Hat,2,pkg/volume,22110,4.171,0.908
By changed lines,Red Hat,2,pkg/api/v1,21881,4.128,0.898
By changed lines,Red Hat,2,test,21410,4.039,0.879
By changed lines,Red Hat,2,docs,20881,3.939,0.857
By changed lines,Red Hat,2,pkg/apis/batch,20800,3.924,0.854
By changed lines,Red Hat,2,plugin/pkg/admission,20327,3.835,0.835
By changed lines,Red Hat,2,pkg/util,17221,3.249,0.707
By changed lines,Red Hat,2,pkg/security,17118,3.229,0.703
By changed lines,Red Hat,2,pkg/security/podsecuritypolicy,17109,3.228,0.703
By changed lines,Red Hat,2,pkg/api/v1/conversion_generated.go,16664,3.144,0.684
By changed lines,Red Hat,2,pkg/apis/extensions,16126,3.042,0.662
By changed lines,Red Hat,2,pkg/api/resource,14992,2.828,0.616
By changed lines,Red Hat,2,pkg/runtime,13861,2.615,0.569
By changed lines,Red Hat,2,test/e2e,12466,2.352,0.512
All By changed lines,CoreOS,3,"",110607,4.542,4.542
By changed lines,CoreOS,3,pkg,73141,66.127,3.003
By changed lines,CoreOS,3,pkg/apis,22291,20.153,0.915
By changed lines,CoreOS,3,pkg/apis/rbac,22254,20.12,0.914
By changed lines,CoreOS,3,pkg/kubelet,16182,14.63,0.664
By changed lines,CoreOS,3,pkg/storage,13863,12.534,0.569
By changed lines,CoreOS,3,pkg/kubelet/rkt,13223,11.955,0.543
By changed lines,CoreOS,3,plugin,12024,10.871,0.494
By changed lines,CoreOS,3,plugin/pkg,11998,10.847,0.493
By changed lines,CoreOS,3,pkg/storage/etcd3,11549,10.441,0.474
By changed lines,CoreOS,3,pkg/apis/rbac/validation,11466,10.366,0.471
By changed lines,CoreOS,3,pkg/client,10949,9.899,0.45
By changed lines,CoreOS,3,api/swagger-spec,7657,6.923,0.314
By changed lines,CoreOS,3,pkg/registry,7601,6.872,0.312
By changed lines,CoreOS,3,api/swagger-spec/rbac.authorization.k8s.io_v1alpha1.json,7401,6.691,0.304
By changed lines,CoreOS,3,pkg/apis/rbac/v1alpha1,6999,6.328,0.287
By changed lines,CoreOS,3,pkg/client/clientset_generated/internalclientset,5946,5.376,0.244
By changed lines,CoreOS,3,pkg/client/clientset_generated/internalclientset/typed/rbac/unversioned,5810,5.253,0.239
By changed lines,CoreOS,3,pkg/kubelet/rkt/rkt_test.go,5193,4.695,0.213
By changed lines,CoreOS,3,pkg/kubelet/rkt/rkt.go,5150,4.656,0.211
By changed lines,CoreOS,3,pkg/client/unversioned,4725,4.272,0.194
By changed lines,CoreOS,3,test,4559,4.122,0.187
All By changed lines,Huawei,4,"",86207,3.54,3.54
By changed lines,Huawei,4,federation,39314,45.604,1.614
By changed lines,Huawei,4,pkg,20068,23.279,0.824
By changed lines,Huawei,4,plugin,16157,18.742,0.663
By changed lines,Huawei,4,plugin/pkg,16111,18.689,0.662
By changed lines,Huawei,4,plugin/pkg/scheduler,15288,17.734,0.628
By changed lines,Huawei,4,plugin/pkg/scheduler/algorithm,14304,16.593,0.587
By changed lines,Huawei,4,pkg/api,12860,14.918,0.528
By changed lines,Huawei,4,federation/pkg,10808,12.537,0.444
By changed lines,Huawei,4,federation/apis,10399,12.063,0.427
By changed lines,Huawei,4,federation/cmd,10081,11.694,0.414
By changed lines,Huawei,4,federation/apis/federation,9086,10.54,0.373
By changed lines,Huawei,4,test,9048,10.496,0.372
By changed lines,Huawei,4,federation/cmd/federated-apiserver,8942,10.373,0.367
By changed lines,Huawei,4,federation/cmd/federated-apiserver/app,8783,10.188,0.361
By changed lines,Huawei,4,federation/pkg/federated-controller,8456,9.809,0.347
By changed lines,Huawei,4,plugin/pkg/scheduler/algorithm/priorities,8103,9.399,0.333
By changed lines,Huawei,4,federation/pkg/federated-controller/cluster,7742,8.981,0.318
By changed lines,Huawei,4,pkg/api/validation,6478,7.514,0.266
By changed lines,Huawei,4,plugin/pkg/scheduler/algorithm/predicates,6200,7.192,0.255
By changed lines,Huawei,4,pkg/kubectl,5533,6.418,0.227
By changed lines,Huawei,4,federation/client,5033,5.838,0.207
By changed lines,Huawei,4,federation/client/clientset_generated,4936,5.726,0.203
By changed lines,Huawei,4,test/e2e,4911,5.697,0.202
By changed lines,Huawei,4,plugin/pkg/scheduler/algorithm/priorities/interpod_affinity_test.go,4759,5.52,0.195
By changed lines,Huawei,4,test/e2e/scheduler_predicates.go,4579,5.312,0.188
All By changed lines,Apache,5,"",48005,1.971,1.971
By changed lines,Apache,5,test,47301,98.533,1.942
By changed lines,Apache,5,test/e2e,47225,98.375,1.939
By changed lines,Apache,5,test/e2e/generated/bindata.go,42914,89.395,1.762
By changed lines,Apache,5,test/e2e/framework,1678,3.495,0.069
By changed lines,Apache,5,test/e2e/framework/framework.go,1444,3.008,0.059
By changed lines,Apache,5,test/e2e/networking_perf.go,719,1.498,0.03
By changed lines,Apache,5,test/e2e/kubectl.go,655,1.364,0.027
By changed lines,Apache,5,test/e2e/util_iperf.go,501,1.044,0.021
All By changed lines,HP,6,"",25876,1.063,1.063
By changed lines,HP,6,pkg,20537,79.367,0.843
By changed lines,HP,6,pkg/cloudprovider/providers,14606,56.446,0.6
By changed lines,HP,6,pkg/cloudprovider/providers/openstack,8676,33.529,0.356
By changed lines,HP,6,pkg/cloudprovider/providers/vsphere,5927,22.905,0.243
By changed lines,HP,6,pkg/cloudprovider/providers/openstack/openstack_loadbalancer.go,5655,21.854,0.232
By changed lines,HP,6,api/swagger-spec,5280,20.405,0.217
By changed lines,HP,6,pkg/volume/vsphere_volume,4897,18.925,0.201
By changed lines,HP,6,pkg/cloudprovider/providers/vsphere/vsphere.go,4647,17.959,0.191
By changed lines,HP,6,api/swagger-spec/v1.json,4554,17.599,0.187
By changed lines,HP,6,pkg/cloudprovider/providers/openstack/openstack.go,2471,9.549,0.101
By changed lines,HP,6,pkg/volume/vsphere_volume/vsphere_volume.go,2439,9.426,0.1
By changed lines,HP,6,pkg/cloudprovider/providers/vsphere/vsphere_test.go,1276,4.931,0.052
By changed lines,HP,6,pkg/volume/vsphere_volume/vsphere_volume_test.go,1240,4.792,0.051
By changed lines,HP,6,pkg/volume/vsphere_volume/vsphere_volume_util.go,1218,4.707,0.05
By changed lines,HP,6,pkg/api,1006,3.888,0.041
By changed lines,HP,6,pkg/api/v1,608,2.35,0.025
By changed lines,HP,6,pkg/cloudprovider/providers/openstack/openstack_test.go,550,2.126,0.023
By changed lines,HP,6,pkg/api/v1/conversion_generated.go,410,1.584,0.017
All By changed lines,Self,7,"",19128,0.785,0.785
By changed lines,Self,7,cluster,6469,33.82,0.266
By changed lines,Self,7,api/swagger-spec/v1.json,5129,26.814,0.211
By changed lines,Self,7,cluster/images,3096,16.186,0.127
By changed lines,Self,7,docs,2628,13.739,0.108
By changed lines,Self,7,docs/getting-started-guides,2547,13.316,0.105
By changed lines,Self,7,docs/getting-started-guides/docker-multinode,2545,13.305,0.105
By changed lines,Self,7,pkg,2490,13.018,0.102
By changed lines,Self,7,cluster/images/hyperkube,2453,12.824,0.101
By changed lines,Self,7,cluster/aws,1916,10.017,0.079
By changed lines,Self,7,test,1281,6.697,0.053
By changed lines,Self,7,test/e2e,1187,6.206,0.049
By changed lines,Self,7,pkg/cloudprovider/providers,984,5.144,0.04
By changed lines,Self,7,docs/getting-started-guides/docker-multinode/master.sh,933,4.878,0.038
By changed lines,Self,7,docs/getting-started-guides/docker-multinode/worker.sh,878,4.59,0.036
By changed lines,Self,7,cluster/images/hyperkube/addons,775,4.052,0.032
By changed lines,Self,7,pkg/cloudprovider/providers/aws,764,3.994,0.031
By changed lines,Self,7,build,758,3.963,0.031
By changed lines,Self,7,cluster/aws/util.sh,704,3.68,0.029
By changed lines,Self,7,pkg/cloudprovider/providers/aws/aws.go,691,3.613,0.028
By changed lines,Self,7,cluster/addons,664,3.471,0.027
By changed lines,Self,7,pkg/volume,590,3.084,0.024
By changed lines,Self,7,cluster/aws/coreos,504,2.635,0.021
All By changed lines,eBay,8,"",16030,0.658,0.658
By changed lines,eBay,8,federation,13309,83.026,0.546
By changed lines,eBay,8,federation/pkg,12915,80.568,0.53
By changed lines,eBay,8,federation/pkg/federation-controller,12912,80.549,0.53
By changed lines,eBay,8,federation/pkg/federation-controller/service,11758,73.35,0.483
By changed lines,eBay,8,federation/pkg/federation-controller/service/servicecontroller.go,5230,32.626,0.215
By changed lines,eBay,8,pkg,2305,14.379,0.095
By changed lines,eBay,8,federation/pkg/federation-controller/service/service_helper.go,1761,10.986,0.072
By changed lines,eBay,8,federation/pkg/federation-controller/service/service_helper_test.go,1317,8.216,0.054
By changed lines,eBay,8,federation/pkg/federation-controller/service/cluster_helper.go,1226,7.648,0.05
By changed lines,eBay,8,federation/pkg/federation-controller/service/endpoint_helper.go,1092,6.812,0.045
By changed lines,eBay,8,federation/pkg/federation-controller/service/endpoint_helper_test.go,664,4.142,0.027
By changed lines,eBay,8,federation/pkg/federation-controller/cluster,610,3.805,0.025
By changed lines,eBay,8,federation/pkg/federation-controller/cluster/cluster_client.go,597,3.724,0.025
By changed lines,eBay,8,pkg/kubectl,584,3.643,0.024
By changed lines,eBay,8,federation/pkg/federation-controller/util/cluster_util.go,544,3.394,0.022
By changed lines,eBay,8,pkg/apiserver,471,2.938,0.019
By changed lines,eBay,8,pkg/apiserver/apiserver_test.go,357,2.227,0.015
By changed lines,eBay,8,pkg/kubectl/sorting_printer.go,340,2.121,0.014
By changed lines,eBay,8,pkg/controller,317,1.978,0.013
By changed lines,eBay,8,pkg/kubelet,271,1.691,0.011
By changed lines,eBay,8,pkg/client,258,1.609,0.011
By changed lines,eBay,8,federation/pkg/federation-controller/service/servicecontroller_test.go,238,1.485,0.01
By changed lines,eBay,8,pkg/controller/endpoint,236,1.472,0.01
By changed lines,eBay,8,pkg/kubelet/server,234,1.46,0.01
All By changed lines,Tigera,9,"",12025,0.494,0.494
By changed lines,Tigera,9,pkg,10044,83.526,0.412
By changed lines,Tigera,9,pkg/apis/extensions,6430,53.472,0.264
By changed lines,Tigera,9,pkg/apis/extensions/v1beta1,3541,29.447,0.145
By changed lines,Tigera,9,pkg/apis/extensions/v1beta1/conversion_generated.go,2326,19.343,0.096
By changed lines,Tigera,9,pkg/registry,2004,16.665,0.082
By changed lines,Tigera,9,pkg/registry/networkpolicy,1990,16.549,0.082
By changed lines,Tigera,9,docs/proposals/network-policy.md,1968,16.366,0.081
By changed lines,Tigera,9,pkg/apis/extensions/validation,1728,14.37,0.071
By changed lines,Tigera,9,pkg/apis/extensions/validation/validation_test.go,1311,10.902,0.054
By changed lines,Tigera,9,pkg/registry/networkpolicy/etcd,1234,10.262,0.051
By changed lines,Tigera,9,pkg/client/unversioned,1132,9.414,0.046
By changed lines,Tigera,9,pkg/apis/extensions/deep_copy_generated.go,938,7.8,0.039
By changed lines,Tigera,9,pkg/apis/extensions/v1beta1/deep_copy_generated.go,928,7.717,0.038
By changed lines,Tigera,9,pkg/registry/networkpolicy/etcd/etcd_test.go,918,7.634,0.038
By changed lines,Tigera,9,pkg/client/unversioned/network_policys.go,616,5.123,0.025
By changed lines,Tigera,9,pkg/client/unversioned/testclient,490,4.075,0.02
By changed lines,Tigera,9,pkg/registry/networkpolicy/strategy.go,490,4.075,0.02
By changed lines,Tigera,9,pkg/client/unversioned/testclient/fake_network_policies.go,459,3.817,0.019
By changed lines,Tigera,9,pkg/kubectl,438,3.642,0.018
By changed lines,Tigera,9,pkg/apis/extensions/validation/validation.go,417,3.468,0.017
By changed lines,Tigera,9,pkg/registry/networkpolicy/etcd/etcd.go,316,2.628,0.013
All By changed lines,Spec Deas HR Consulting,10,"",11822,0.485,0.485
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl,10951,92.632,0.45
By changed lines,Spec Deas HR Consulting,10,cmd/genyaml/gen_kubectl_yaml.go,818,6.919,0.034
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_expose.yaml,653,5.524,0.027
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_get.yaml,555,4.695,0.023
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_rolling-update.yaml,527,4.458,0.022
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_annotate.yaml,498,4.212,0.02
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_label.yaml,497,4.204,0.02
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_autoscale.yaml,492,4.162,0.02
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_convert.yaml,462,3.908,0.019
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_replace.yaml,437,3.696,0.018
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_logs.yaml,426,3.603,0.017
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_delete.yaml,416,3.519,0.017
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_scale.yaml,410,3.468,0.017
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_run.yaml,408,3.451,0.017
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_edit.yaml,408,3.451,0.017
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_create.yaml,402,3.4,0.017
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_stop.yaml,395,3.341,0.016
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_patch.yaml,388,3.282,0.016
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_describe.yaml,380,3.214,0.016
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_apply.yaml,373,3.155,0.015
By changed lines,Spec Deas HR Consulting,10,docs/yaml/kubectl/kubectl_explain.yaml,318,2.69,0.013
All By changed lines,VMware,11,"",9395,0.386,0.386
By changed lines,VMware,11,cluster,8824,93.922,0.362
By changed lines,VMware,11,cluster/photon-controller,8584,91.368,0.352
By changed lines,VMware,11,cluster/photon-controller/util.sh,5147,54.784,0.211
By changed lines,VMware,11,cluster/photon-controller/templates,1311,13.954,0.054
By changed lines,VMware,11,cluster/photon-controller/setup-prereq.sh,1173,12.485,0.048
By changed lines,VMware,11,pkg,565,6.014,0.023
By changed lines,VMware,11,cluster/photon-controller/templates/create-dynamic-salt-files.sh,525,5.588,0.022
By changed lines,VMware,11,cluster/photon-controller/config-default.sh,483,5.141,0.02
By changed lines,VMware,11,pkg/api/pod/util_test.go,425,4.524,0.017
By changed lines,VMware,11,cluster/photon-controller/config-common.sh,361,3.842,0.015
By changed lines,VMware,11,cluster/photon-controller/templates/salt-minion.sh,262,2.789,0.011
By changed lines,VMware,11,cluster/photon-controller/templates/salt-master.sh,238,2.533,0.01
By changed lines,VMware,11,cluster/vsphere,201,2.139,0.008
By changed lines,VMware,11,cluster/photon-controller/templates/install-release.sh,153,1.629,0.006
By changed lines,VMware,11,pkg/kubectl/namespace_test.go,140,1.49,0.006
By changed lines,VMware,11,cluster/vsphere/util.sh,136,1.448,0.006
By changed lines,VMware,11,cluster/photon-controller/templates/hostname.sh,129,1.373,0.005
By changed lines,VMware,11,cluster/photon-controller/config-test.sh,109,1.16,0.004
All By changed lines,Cisco,12,"",6554,0.269,0.269
By changed lines,Cisco,12,api/swagger-spec/v1.json,6202,94.629,0.255
By changed lines,Cisco,12,cluster,227,3.464,0.009
By changed lines,Cisco,12,cluster/vagrant,197,3.006,0.008
All By changed lines,Net EASE 网易有态度,13,"",6458,0.265,0.265
By changed lines,Net EASE 网易有态度,13,pkg,5755,89.114,0.236
By changed lines,Net EASE 网易有态度,13,pkg/kubectl,4010,62.094,0.165
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd,2362,36.575,0.097
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/resource_printer.go,887,13.735,0.036
By changed lines,Net EASE 网易有态度,13,pkg/storage/etcd,717,11.103,0.029
By changed lines,Net EASE 网易有态度,13,pkg/proxy/userspace,701,10.855,0.029
By changed lines,Net EASE 网易有态度,13,pkg/proxy/userspace/roundrobin_test.go,679,10.514,0.028
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd/apply.go,552,8.548,0.023
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd/util,541,8.377,0.022
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd/apply_test.go,465,7.2,0.019
By changed lines,Net EASE 网易有态度,13,pkg/storage/etcd/testing,461,7.138,0.019
By changed lines,Net EASE 网易有态度,13,pkg/storage/etcd/testing/utils.go,433,6.705,0.018
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd/expose_test.go,336,5.203,0.014
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd/util/factory.go,326,5.048,0.013
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd/cmd_test.go,312,4.831,0.013
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/service_test.go,308,4.769,0.013
By changed lines,Net EASE 网易有态度,13,docs,287,4.444,0.012
By changed lines,Net EASE 网易有态度,13,pkg/storage/etcd/etcd_helper.go,256,3.964,0.011
By changed lines,Net EASE 网易有态度,13,cmd,238,3.685,0.01
By changed lines,Net EASE 网易有态度,13,cmd/kube-apiserver/app,221,3.422,0.009
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/generate.go,216,3.345,0.009
By changed lines,Net EASE 网易有态度,13,pkg/kubectl/cmd/util/factory_test.go,215,3.329,0.009
All By changed lines,Caicloud,14,"",6247,0.257,0.257
By changed lines,Caicloud,14,pkg,5886,94.221,0.242
By changed lines,Caicloud,14,pkg/controller,5358,85.769,0.22
By changed lines,Caicloud,14,pkg/controller/node,3262,52.217,0.134
By changed lines,Caicloud,14,pkg/controller/node/cidr_allocator_test.go,1638,26.221,0.067
By changed lines,Caicloud,14,pkg/controller/replication,1350,21.61,0.055
By changed lines,Caicloud,14,pkg/controller/replication/replication_controller_test.go,1301,20.826,0.053
By changed lines,Caicloud,14,pkg/controller/node/cidr_allocator.go,897,14.359,0.037
By changed lines,Caicloud,14,pkg/controller/node/nodecontroller.go,698,11.173,0.029
By changed lines,Caicloud,14,pkg/controller/framework,534,8.548,0.022
By changed lines,Caicloud,14,pkg/client/cache,497,7.956,0.02
By changed lines,Caicloud,14,pkg/client/cache/listers.go,417,6.675,0.017
By changed lines,Caicloud,14,pkg/controller/framework/shared_informer.go,378,6.051,0.016
By changed lines,Caicloud,14,pkg/controller/framework/informers/factory.go,156,2.497,0.006
By changed lines,Caicloud,14,cmd,133,2.129,0.005
By changed lines,Caicloud,14,cmd/kube-controller-manager/app,97,1.553,0.004
By changed lines,Caicloud,14,docs,92,1.473,0.004
By changed lines,Caicloud,14,docs/devel/api_changes.md,76,1.217,0.003
By changed lines,Caicloud,14,cluster,64,1.024,0.003
All By changed lines,Canonical,15,"",6103,0.251,0.251
By changed lines,Canonical,15,cluster,6065,99.377,0.249
By changed lines,Canonical,15,cluster/juju,6061,99.312,0.249
By changed lines,Canonical,15,cluster/juju/charms/trusty,3678,60.265,0.151
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master,2081,34.098,0.085
By changed lines,Canonical,15,cluster/juju/layers/kubernetes,1917,31.411,0.079
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes,1596,26.151,0.066
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/README.md,635,10.405,0.026
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/hooks,620,10.159,0.025
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes/README.md,612,10.028,0.025
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes/hooks,475,7.783,0.02
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/README.md,440,7.21,0.018
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/templates,384,6.292,0.016
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/files/guestbook-example,380,6.226,0.016
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/reactive/k8s.py,337,5.522,0.014
By changed lines,Canonical,15,cluster/juju/util.sh,330,5.407,0.014
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/hooks/hooks.py,326,5.342,0.013
By changed lines,Canonical,15,cluster/juju/layers/kubernetes/icon.svg,270,4.424,0.011
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/icon.svg,270,4.424,0.011
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes/icon.svg,270,4.424,0.011
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes-master/unit_tests,250,4.096,0.01
By changed lines,Canonical,15,cluster/juju/charms/trusty/kubernetes/hooks/hooks.py,244,3.998,0.01
All By changed lines,NotFound,16,"",7,0.0,0.0
By changed lines,NotFound,16,cluster/images/hyperkube/Dockerfile,4,57.143,0.0
By changed lines,NotFound,16,Vagrantfile,3,42.857,0.0
All By number of commits to file,All,0,"",14093,100.0,100.0
All By number of commits to file,Google,1,"",9162,65.011,65.011
By number of commits to file,Google,1,docs,3037,33.148,21.55
By number of commits to file,Google,1,pkg,2855,31.161,20.258
By number of commits to file,Google,1,docs/user-guide,1227,13.392,8.706
By number of commits to file,Google,1,pkg/client,919,10.031,6.521
By number of commits to file,Google,1,docs/user-guide/kubectl,734,8.011,5.208
By number of commits to file,Google,1,test,713,7.782,5.059
By number of commits to file,Google,1,cluster,662,7.225,4.697
By number of commits to file,Google,1,hack,585,6.385,4.151
By number of commits to file,Google,1,pkg/client/clientset_generated,497,5.425,3.527
By number of commits to file,Google,1,test/e2e,479,5.228,3.399
By number of commits to file,Google,1,examples,447,4.879,3.172
By number of commits to file,Google,1,docs/devel,347,3.787,2.462
By number of commits to file,Google,1,docs/proposals,334,3.645,2.37
By number of commits to file,Google,1,pkg/kubelet,319,3.482,2.264
By number of commits to file,Google,1,docs/design,301,3.285,2.136
By number of commits to file,Google,1,docs/admin,298,3.253,2.115
By number of commits to file,Google,1,cluster/gce,296,3.231,2.1
By number of commits to file,Google,1,pkg/client/typed,283,3.089,2.008
By number of commits to file,Google,1,cmd,268,2.925,1.902
By number of commits to file,Google,1,hack/jenkins,261,2.849,1.852
By number of commits to file,Google,1,pkg/client/typed/generated,261,2.849,1.852
By number of commits to file,Google,1,pkg/kubectl,245,2.674,1.738
By number of commits to file,Google,1,federation,242,2.641,1.717
By number of commits to file,Google,1,pkg/controller,238,2.598,1.689
By number of commits to file,Google,1,docs/getting-started-guides,235,2.565,1.667
All By number of commits to file,Red Hat,2,"",2322,16.476,16.476
By number of commits to file,Red Hat,2,pkg,1632,70.284,11.58
By number of commits to file,Red Hat,2,pkg/kubelet,233,10.034,1.653
By number of commits to file,Red Hat,2,pkg/api,194,8.355,1.377
By number of commits to file,Red Hat,2,docs,187,8.053,1.327
By number of commits to file,Red Hat,2,pkg/controller,165,7.106,1.171
By number of commits to file,Red Hat,2,pkg/apis,151,6.503,1.071
By number of commits to file,Red Hat,2,pkg/registry,150,6.46,1.064
By number of commits to file,Red Hat,2,pkg/kubectl,143,6.158,1.015
By number of commits to file,Red Hat,2,test,130,5.599,0.922
By number of commits to file,Red Hat,2,pkg/client,117,5.039,0.83
By number of commits to file,Red Hat,2,pkg/controller/persistentvolume,116,4.996,0.823
By number of commits to file,Red Hat,2,pkg/runtime,105,4.522,0.745
By number of commits to file,Red Hat,2,plugin,101,4.35,0.717
By number of commits to file,Red Hat,2,plugin/pkg,99,4.264,0.702
By number of commits to file,Red Hat,2,pkg/volume,80,3.445,0.568
By number of commits to file,Red Hat,2,test/e2e,77,3.316,0.546
By number of commits to file,Red Hat,2,docs/user-guide,77,3.316,0.546
By number of commits to file,Red Hat,2,pkg/util,77,3.316,0.546
By number of commits to file,Red Hat,2,pkg/kubectl/cmd,75,3.23,0.532
By number of commits to file,Red Hat,2,plugin/pkg/admission,75,3.23,0.532
By number of commits to file,Red Hat,2,cmd,73,3.144,0.518
By number of commits to file,Red Hat,2,pkg/runtime/serializer,65,2.799,0.461
By number of commits to file,Red Hat,2,docs/man/man1,63,2.713,0.447
By number of commits to file,Red Hat,2,docs/user-guide/kubectl,62,2.67,0.44
All By number of commits to file,CoreOS,3,"",536,3.803,3.803
By number of commits to file,CoreOS,3,pkg,294,54.851,2.086
By number of commits to file,CoreOS,3,pkg/kubelet,129,24.067,0.915
By number of commits to file,CoreOS,3,pkg/kubelet/rkt,84,15.672,0.596
By number of commits to file,CoreOS,3,cluster,62,11.567,0.44
By number of commits to file,CoreOS,3,cluster/gce,52,9.701,0.369
By number of commits to file,CoreOS,3,cluster/gce/coreos,50,9.328,0.355
By number of commits to file,CoreOS,3,pkg/storage,47,8.769,0.333
By number of commits to file,CoreOS,3,plugin,46,8.582,0.326
By number of commits to file,CoreOS,3,plugin/pkg,45,8.396,0.319
By number of commits to file,CoreOS,3,pkg/kubelet/rkt/rkt.go,35,6.53,0.248
By number of commits to file,CoreOS,3,pkg/apis,33,6.157,0.234
By number of commits to file,CoreOS,3,pkg/client,33,6.157,0.234
By number of commits to file,CoreOS,3,cmd,29,5.41,0.206
By number of commits to file,CoreOS,3,pkg/apis/rbac,29,5.41,0.206
