Order,Company,Index,File/Directory,Number,Percent,PercentAll
By changed lines,Red Hat,2,docs/getting-started-guides,42407,4.758,1.39
By changed lines,Red Hat,2,contrib/mesos/pkg/scheduler,41373,4.642,1.356
By changed lines,Red Hat,2,test,38532,4.323,1.263
By changed lines,Red Hat,2,pkg/apis/extensions,38256,4.292,1.254
By changed lines,Red Hat,2,test/e2e,32345,3.629,1.06
By changed lines,Red Hat,2,api/swagger-spec/v1beta1.json,31459,3.53,1.031
By changed lines,Red Hat,2,pkg/controller,30721,3.447,1.007
By changed lines,Red Hat,2,docs/admin,28272,3.172,0.927
By changed lines,Red Hat,2,pkg/volume,27525,3.088,0.902
By changed lines,Red Hat,2,pkg/apiserver,25302,2.839,0.829
By changed lines,Red Hat,2,cmd,25015,2.807,0.82
By changed lines,Red Hat,2,pkg/client,24614,2.762,0.807
By changed lines,Red Hat,2,pkg/runtime,24064,2.7,0.789
All By changed lines,Huawei,3,"",86339,2.83,2.83
By changed lines,Huawei,3,api/swagger-spec/v1.json,41227,47.75,1.351
By changed lines,Huawei,3,pkg,24896,28.835,0.816
By changed lines,Huawei,3,pkg/api,8009,9.276,0.263
By changed lines,Huawei,3,pkg/registry,6567,7.606,0.215
By changed lines,Huawei,3,test,5523,6.397,0.181
By changed lines,Huawei,3,docs,5452,6.315,0.179
By changed lines,Huawei,3,examples,3566,4.13,0.117
By changed lines,Huawei,3,plugin,3347,3.877,0.11
By changed lines,Huawei,3,plugin/pkg,3313,3.837,0.109
By changed lines,Huawei,3,plugin/pkg/scheduler,3302,3.824,0.108
By changed lines,Huawei,3,pkg/kubectl,3275,3.793,0.107
By changed lines,Huawei,3,docs/user-guide,3256,3.771,0.107
By changed lines,Huawei,3,pkg/registry/pod,3077,3.564,0.101
By changed lines,Huawei,3,test/e2e,2757,3.193,0.09
By changed lines,Huawei,3,plugin/pkg/scheduler/algorithm,2623,3.038,0.086
By changed lines,Huawei,3,examples/guestbook,2528,2.928,0.083
By changed lines,Huawei,3,pkg/runtime,2290,2.652,0.075
By changed lines,Huawei,3,pkg/api/meta,2250,2.606,0.074
By changed lines,Huawei,3,pkg/kubelet,2188,2.534,0.072
By changed lines,Huawei,3,pkg/api/validation,2081,2.41,0.068
By changed lines,Huawei,3,pkg/kubectl/cmd,2032,2.354,0.067
By changed lines,Huawei,3,examples/guestbook/README.md,1994,2.31,0.065
By changed lines,Huawei,3,pkg/runtime/helper_test.go,1607,1.861,0.053
All By changed lines,Mesosphere,4,"",53961,1.769,1.769
By changed lines,Mesosphere,4,contrib/mesos,43143,79.952,1.414
By changed lines,Mesosphere,4,contrib/mesos/pkg,38593,71.52,1.265
By changed lines,Mesosphere,4,contrib/mesos/pkg/scheduler,18940,35.099,0.621
By changed lines,Mesosphere,4,contrib/mesos/pkg/executor,13395,24.823,0.439
By changed lines,Mesosphere,4,contrib/mesos/pkg/scheduler/podtask,8025,14.872,0.263
By changed lines,Mesosphere,4,contrib/mesos/pkg/executor/executor.go,3309,6.132,0.108
By changed lines,Mesosphere,4,contrib/mesos/pkg/executor/service,3281,6.08,0.108
By changed lines,Mesosphere,4,contrib/mesos/pkg/scheduler/service,3259,6.04,0.107
By changed lines,Mesosphere,4,test/e2e,3234,5.993,0.106
By changed lines,Mesosphere,4,cluster,2983,5.528,0.098
By changed lines,Mesosphere,4,contrib/mesos/pkg/scheduler/executorinfo,2835,5.254,0.093
By changed lines,Mesosphere,4,cluster/mesos/docker,2814,5.215,0.092
By changed lines,Mesosphere,4,contrib/mesos/docs,2776,5.144,0.091
By changed lines,Mesosphere,4,contrib/mesos/pkg/scheduler/components,2440,4.522,0.08
By changed lines,Mesosphere,4,contrib/mesos/pkg/executor/executor_test.go,2243,4.157,0.074
By changed lines,Mesosphere,4,pkg,2002,3.71,0.066
By changed lines,Mesosphere,4,contrib/mesos/pkg/scheduler/service/service.go,1892,3.506,0.062
By changed lines,Mesosphere,4,contrib/mesos/pkg/podutil,1863,3.452,0.061
By changed lines,Mesosphere,4,contrib/mesos/ci,1774,3.288,0.058
By changed lines,Mesosphere,4,contrib/mesos/pkg/scheduler/components/framework,1771,3.282,0.058
By changed lines,Mesosphere,4,contrib/mesos/pkg/executor/observer.go,1698,3.147,0.056
By changed lines,Mesosphere,4,contrib/mesos/pkg/executor/registry.go,1666,3.087,0.055
All By changed lines,CoreOS,5,"",53016,1.738,1.738
By changed lines,CoreOS,5,pkg,26566,50.109,0.871
By changed lines,CoreOS,5,pkg/kubelet,24775,46.731,0.812
By changed lines,CoreOS,5,pkg/kubelet/rkt,23879,45.041,0.783
By changed lines,CoreOS,5,plugin/pkg,14772,27.863,0.484
By changed lines,CoreOS,5,plugin/pkg/scheduler,11141,21.014,0.365
By changed lines,CoreOS,5,pkg/kubelet/rkt/rkt.go,10604,20.002,0.348
By changed lines,CoreOS,5,pkg/kubelet/rkt/rkt_test.go,8440,15.92,0.277
By changed lines,CoreOS,5,cluster,6833,12.889,0.224
By changed lines,CoreOS,5,cluster/gce,6481,12.225,0.212
By changed lines,CoreOS,5,plugin/pkg/scheduler/schedulercache,5443,10.267,0.178
By changed lines,CoreOS,5,cluster/gce/coreos,5316,10.027,0.174
By changed lines,CoreOS,5,plugin/pkg/auth,3631,6.849,0.119
By changed lines,CoreOS,5,plugin/pkg/auth/authorizer,3281,6.189,0.108
By changed lines,CoreOS,5,plugin/pkg/auth/authorizer/webhook,3272,6.172,0.107
By changed lines,CoreOS,5,plugin/pkg/scheduler/schedulercache/cache_test.go,3036,5.727,0.1
By changed lines,CoreOS,5,test,2852,5.38,0.093
By changed lines,CoreOS,5,plugin/pkg/scheduler/algorithm,2419,4.563,0.079
By changed lines,CoreOS,5,plugin/pkg/auth/authorizer/webhook/webhook_test.go,2050,3.867,0.067
By changed lines,CoreOS,5,cluster/gce/coreos/kube-manifests,2049,3.865,0.067
By changed lines,CoreOS,5,test/component/scheduler/perf,1816,3.425,0.06
By changed lines,CoreOS,5,docs,1781,3.359,0.058
By changed lines,CoreOS,5,plugin/pkg/scheduler/algorithm/predicates,1588,2.995,0.052
All By changed lines,Self,6,"",47771,1.566,1.566
By changed lines,Self,6,pkg,22217,46.507,0.728
By changed lines,Self,6,cluster,12534,26.238,0.411
By changed lines,Self,6,pkg/cloudprovider,8711,18.235,0.286
By changed lines,Self,6,pkg/cloudprovider/providers,8254,17.278,0.271
By changed lines,Self,6,docs,7499,15.698,0.246
By changed lines,Self,6,cluster/aws,7014,14.683,0.23
By changed lines,Self,6,pkg/cloudprovider/providers/aws,6128,12.828,0.201
By changed lines,Self,6,pkg/apis,5319,11.134,0.174
By changed lines,Self,6,pkg/apis/extensions,5314,11.124,0.174
By changed lines,Self,6,plugin/pkg,4496,9.412,0.147
By changed lines,Self,6,pkg/apis/extensions/v1beta1,3997,8.367,0.131
By changed lines,Self,6,pkg/apis/extensions/v1beta1/conversion_generated.go,3573,7.479,0.117
By changed lines,Self,6,cluster/aws/templates,3530,7.389,0.116
By changed lines,Self,6,pkg/cloudprovider/providers/aws/aws.go,3443,7.207,0.113
By changed lines,Self,6,docs/design/aws_under_the_hood.md,3014,6.309,0.099
By changed lines,Self,6,docs/proposals,2838,5.941,0.093
By changed lines,Self,6,plugin/pkg/scheduler,2592,5.426,0.085
By changed lines,Self,6,cluster/aws/util.sh,2489,5.21,0.082
By changed lines,Self,6,plugin/pkg/scheduler/algorithm,2328,4.873,0.076
By changed lines,Self,6,pkg/registry/configmap,2184,4.572,0.072
By changed lines,Self,6,cluster/gce,2108,4.413,0.069
By changed lines,Self,6,pkg/volume,2087,4.369,0.068
All By changed lines,Docker,7,"",31554,1.034,1.034
By changed lines,Docker,7,pkg,15727,49.842,0.515
By changed lines,Docker,7,pkg/util,10482,33.219,0.344
By changed lines,Docker,7,api/swagger-spec,7489,23.734,0.245
By changed lines,Docker,7,api/swagger-spec/v1.json,7480,23.705,0.245
By changed lines,Docker,7,pkg/util/net,3626,11.491,0.119
By changed lines,Docker,7,pkg/util/util_test.go,2501,7.926,0.082
By changed lines,Docker,7,pkg/volume,2424,7.682,0.079
By changed lines,Docker,7,plugin,2330,7.384,0.076
By changed lines,Docker,7,plugin/pkg,2265,7.178,0.074
By changed lines,Docker,7,plugin/pkg/scheduler,2262,7.169,0.074
By changed lines,Docker,7,test,2115,6.703,0.069
By changed lines,Docker,7,pkg/util/util.go,2104,6.668,0.069
By changed lines,Docker,7,pkg/util/net/interface_test.go,1994,6.319,0.065
By changed lines,Docker,7,plugin/pkg/scheduler/algorithm,1635,5.182,0.054
By changed lines,Docker,7,pkg/volume/git_repo,1603,5.08,0.053
By changed lines,Docker,7,pkg/util/net/interface.go,1572,4.982,0.052
By changed lines,Docker,7,pkg/volume/git_repo/git_repo_test.go,1416,4.488,0.046
By changed lines,Docker,7,pkg/api,1394,4.418,0.046
By changed lines,Docker,7,plugin/pkg/scheduler/algorithm/priorities,1305,4.136,0.043
By changed lines,Docker,7,examples,1111,3.521,0.036
By changed lines,Docker,7,examples/javaweb-tomcat-sidecar,1088,3.448,0.036
By changed lines,Docker,7,cluster,1018,3.226,0.033
By changed lines,Docker,7,examples/javaweb-tomcat-sidecar/README.md,987,3.128,0.032
By changed lines,Docker,7,test/integration,968,3.068,0.032
All By changed lines,Diamanti,8,"",19180,0.629,0.629
By changed lines,Diamanti,8,pkg,7758,40.448,0.254
By changed lines,Diamanti,8,pkg/volume,5108,26.632,0.167
By changed lines,Diamanti,8,pkg/volume/flexvolume,5004,26.09,0.164
By changed lines,Diamanti,8,api/swagger-spec,4018,20.949,0.132
By changed lines,Diamanti,8,api/swagger-spec/v1.json,3947,20.579,0.129
By changed lines,Diamanti,8,plugin/pkg/scheduler,3911,20.391,0.128
By changed lines,Diamanti,8,test/integration/extender_test.go,2023,10.547,0.066
By changed lines,Diamanti,8,pkg/volume/flexvolume/flexvolume_test.go,1959,10.214,0.064
By changed lines,Diamanti,8,pkg/volume/flexvolume/flexvolume.go,1956,10.198,0.064
By changed lines,Diamanti,8,plugin/pkg/scheduler/extender_test.go,1835,9.567,0.06
By changed lines,Diamanti,8,pkg/api,1589,8.285,0.052
By changed lines,Diamanti,8,pkg/volume/flexvolume/flexvolume_util.go,1089,5.678,0.036
By changed lines,Diamanti,8,pkg/api/v1,1070,5.579,0.035
By changed lines,Diamanti,8,pkg/apis/extensions,1004,5.235,0.033
By changed lines,Diamanti,8,plugin/pkg/scheduler/extender.go,813,4.239,0.027
By changed lines,Diamanti,8,docs,800,4.171,0.026
By changed lines,Diamanti,8,pkg/apis/extensions/v1beta1,788,4.108,0.026
By changed lines,Diamanti,8,pkg/api/v1/conversion_generated.go,751,3.916,0.025
By changed lines,Diamanti,8,docs/design,724,3.775,0.024
All By changed lines,Net EASE 网易有态度,9,"",16997,0.557,0.557
By changed lines,Net EASE 网易有态度,9,api/swagger-spec/v1.json,10440,61.423,0.342
By changed lines,Net EASE 网易有态度,9,pkg,5975,35.153,0.196
By changed lines,Net EASE 网易有态度,9,pkg/kubectl,3847,22.633,0.126
By changed lines,Net EASE 网易有态度,9,pkg/kubectl/resource_printer.go,1431,8.419,0.047
By changed lines,Net EASE 网易有态度,9,pkg/kubectl/cmd,1256,7.39,0.041
By changed lines,Net EASE 网易有态度,9,pkg/kubectl/resource_printer_test.go,1140,6.707,0.037
By changed lines,Net EASE 网易有态度,9,pkg/client/cache,1069,6.289,0.035
By changed lines,Net EASE 网易有态度,9,pkg/client/cache/listers_test.go,1059,6.231,0.035
By changed lines,Net EASE 网易有态度,9,pkg/kubectl/cmd/util,637,3.748,0.021
By changed lines,Net EASE 网易有态度,9,pkg/kubectl/cmd/cmd_test.go,577,3.395,0.019
By changed lines,Net EASE 网易有态度,9,docs,526,3.095,0.017
By changed lines,Net EASE 网易有态度,9,pkg/kubectl/cmd/util/factory_test.go,427,2.512,0.014
By changed lines,Net EASE 网易有态度,9,pkg/controller,379,2.23,0.012
By changed lines,Net EASE 网易有态度,9,docs/user-guide,358,2.106,0.012
By changed lines,Net EASE 网易有态度,9,docs/user-guide/kubectl,357,2.1,0.012
By changed lines,Net EASE 网易有态度,9,pkg/controller/daemon/controller.go,335,1.971,0.011
By changed lines,Net EASE 网易有态度,9,pkg/registry,260,1.53,0.009
By changed lines,Net EASE 网易有态度,9,pkg/apis,214,1.259,0.007
By changed lines,Net EASE 网易有态度,9,pkg/apis/extensions/validation,212,1.247,0.007
By changed lines,Net EASE 网易有态度,9,pkg/registry/service,199,1.171,0.007
All By changed lines,Caicloud,10,"",16418,0.538,0.538
By changed lines,Caicloud,10,pkg,12875,78.42,0.422
By changed lines,Caicloud,10,pkg/controller,6462,39.359,0.212
By changed lines,Caicloud,10,pkg/controller/deployment,3201,19.497,0.105
By changed lines,Caicloud,10,plugin/pkg/scheduler,1847,11.25,0.061
By changed lines,Caicloud,10,pkg/controller/deployment/deployment_controller_test.go,1821,11.091,0.06
By changed lines,Caicloud,10,pkg/util,1594,9.709,0.052
By changed lines,Caicloud,10,pkg/controller/deployment/deployment_controller.go,1380,8.405,0.045
By changed lines,Caicloud,10,pkg/kubectl,1360,8.284,0.045
By changed lines,Caicloud,10,plugin/pkg/scheduler/algorithm,1359,8.278,0.045
By changed lines,Caicloud,10,pkg/controller/replication,1238,7.541,0.041
By changed lines,Caicloud,10,test,1229,7.486,0.04
By changed lines,Caicloud,10,test/e2e,1212,7.382,0.04
By changed lines,Caicloud,10,test/e2e/deployment.go,1097,6.682,0.036
By changed lines,Caicloud,10,pkg/client,1077,6.56,0.035
By changed lines,Caicloud,10,pkg/client/cache,1067,6.499,0.035
By changed lines,Caicloud,10,plugin/pkg/scheduler/algorithm/priorities,969,5.902,0.032
By changed lines,Caicloud,10,plugin/pkg/scheduler/algorithm/priorities/selector_spreading_test.go,875,5.33,0.029
By changed lines,Caicloud,10,pkg/controller/replication/replication_controller_test.go,858,5.226,0.028
By changed lines,Caicloud,10,pkg/util/integer,793,4.83,0.026
By changed lines,Caicloud,10,pkg/util/integer/integer_test.go,681,4.148,0.022
By changed lines,Caicloud,10,pkg/controller/daemon,655,3.99,0.021
By changed lines,Caicloud,10,pkg/kubectl/describe.go,578,3.521,0.019
By changed lines,Caicloud,10,pkg/util/intstr,560,3.411,0.018
All By changed lines,Apache,11,"",11210,0.367,0.367
By changed lines,Apache,11,test/e2e,4629,41.293,0.152
By changed lines,Apache,11,pkg,3393,30.268,0.111
By changed lines,Apache,11,examples,2785,24.844,0.091
By changed lines,Apache,11,pkg/client,2185,19.492,0.072
By changed lines,Apache,11,pkg/client/unversioned,2140,19.09,0.07
By changed lines,Apache,11,examples/high-availability,1720,15.343,0.056
By changed lines,Apache,11,test/e2e/e2e.go,1299,11.588,0.043
By changed lines,Apache,11,test/e2e/e2e_test.go,1257,11.213,0.041
By changed lines,Apache,11,examples/k8petstore,960,8.564,0.031
By changed lines,Apache,11,test/e2e/networking.go,866,7.725,0.028
By changed lines,Apache,11,examples/high-availability/provision.sh,828,7.386,0.027
By changed lines,Apache,11,test/e2e/k8petstore.go,763,6.806,0.025
By changed lines,Apache,11,pkg/controller/podautoscaler,551,4.915,0.018
By changed lines,Apache,11,pkg/util,503,4.487,0.016
By changed lines,Apache,11,pkg/client/unversioned/urlbackoff.go,474,4.228,0.016
By changed lines,Apache,11,pkg/client/unversioned/request.go,452,4.032,0.015
By changed lines,Apache,11,pkg/controller/podautoscaler/horizontal_test.go,419,3.738,0.014
By changed lines,Apache,11,pkg/client/unversioned/request_test.go,400,3.568,0.013
By changed lines,Apache,11,pkg/client/unversioned/urlbackoff_test.go,358,3.194,0.012
By changed lines,Apache,11,examples/k8petstore/dev,329,2.935,0.011
By changed lines,Apache,11,examples/k8petstore/docker-machine-dev.sh,301,2.685,0.01
By changed lines,Apache,11,examples/k8petstore/README.md,268,2.391,0.009
By changed lines,Apache,11,docs,249,2.221,0.008
All By changed lines,jobandtalent,12,"",8599,0.282,0.282
By changed lines,jobandtalent,12,pkg,3855,44.831,0.126
By changed lines,jobandtalent,12,api/swagger-spec/v1.json,3730,43.377,0.122
By changed lines,jobandtalent,12,pkg/volume/flocker,2315,26.922,0.076
By changed lines,jobandtalent,12,pkg/volume/flocker/plugin_test.go,1115,12.967,0.037
By changed lines,jobandtalent,12,pkg/volume/flocker/plugin.go,1051,12.222,0.034
By changed lines,jobandtalent,12,pkg/api,1026,11.932,0.034
By changed lines,jobandtalent,12,examples/flocker,824,9.583,0.027
By changed lines,jobandtalent,12,examples/flocker/README.md,790,9.187,0.026
By changed lines,jobandtalent,12,pkg/api/v1,587,6.826,0.019
By changed lines,jobandtalent,12,pkg/apis/experimental,514,5.977,0.017
By changed lines,jobandtalent,12,pkg/api/v1/conversion_generated.go,422,4.908,0.014
By changed lines,jobandtalent,12,pkg/apis/experimental/v1alpha1,421,4.896,0.014
By changed lines,jobandtalent,12,pkg/apis/experimental/v1alpha1/conversion_generated.go,328,3.814,0.011
By changed lines,jobandtalent,12,pkg/api/validation,274,3.186,0.009
By changed lines,jobandtalent,12,docs/user-guide,174,2.023,0.006
By changed lines,jobandtalent,12,pkg/api/validation/validation.go,152,1.768,0.005
By changed lines,jobandtalent,12,pkg/api/deep_copy_generated.go,140,1.628,0.005
By changed lines,jobandtalent,12,pkg/api/v1/deep_copy_generated.go,140,1.628,0.005
By changed lines,jobandtalent,12,docs/user-guide/volumes.md,131,1.523,0.004
All By changed lines,Clarifai,13,"",7535,0.247,0.247
By changed lines,Clarifai,13,pkg,4600,61.048,0.151
By changed lines,Clarifai,13,api/swagger-spec,2650,35.169,0.087
By changed lines,Clarifai,13,api/swagger-spec/v1.json,1961,26.025,0.064
By changed lines,Clarifai,13,pkg/credentialprovider/aws,1135,15.063,0.037
By changed lines,Clarifai,13,pkg/cloudprovider,1079,14.32,0.035
By changed lines,Clarifai,13,pkg/cloudprovider/providers,1058,14.041,0.035
By changed lines,Clarifai,13,pkg/api,942,12.502,0.031
By changed lines,Clarifai,13,pkg/cloudprovider/providers/aws,697,9.25,0.023
By changed lines,Clarifai,13,api/swagger-spec/v1beta1.json,689,9.144,0.023
By changed lines,Clarifai,13,pkg/credentialprovider/aws/aws_credentials.go,681,9.038,0.022
By changed lines,Clarifai,13,pkg/api/v1,533,7.074,0.017
By changed lines,Clarifai,13,pkg/apis/extensions/v1beta1,524,6.954,0.017
By changed lines,Clarifai,13,pkg/credentialprovider/aws/aws_credentials_test.go,454,6.025,0.015
By changed lines,Clarifai,13,pkg/apis/extensions/v1beta1/conversion_generated.go,398,5.282,0.013
By changed lines,Clarifai,13,pkg/api/v1/conversion_generated.go,386,5.123,0.013
By changed lines,Clarifai,13,pkg/kubelet,353,4.685,0.012
By changed lines,Clarifai,13,pkg/util,329,4.366,0.011
By changed lines,Clarifai,13,pkg/cloudprovider/providers/aws/aws_test.go,327,4.34,0.011
By changed lines,Clarifai,13,pkg/cloudprovider/providers/aws/aws.go,298,3.955,0.01
By changed lines,Clarifai,13,pkg/kubelet/prober,294,3.902,0.01
By changed lines,Clarifai,13,docs,253,3.358,0.008
All By changed lines,Hyper.sh,14,"",6071,0.199,0.199
By changed lines,Hyper.sh,14,pkg,4064,66.941,0.133
By changed lines,Hyper.sh,14,pkg/kubelet,3149,51.87,0.103
By changed lines,Hyper.sh,14,pkg/kubelet/dockertools,1448,23.851,0.047
By changed lines,Hyper.sh,14,docs,1348,22.204,0.044
By changed lines,Hyper.sh,14,docs/admin,1329,21.891,0.044
By changed lines,Hyper.sh,14,pkg/kubelet/dockertools/container_gc.go,1197,19.717,0.039
By changed lines,Hyper.sh,14,pkg/kubelet/container_gc.go,1115,18.366,0.037
By changed lines,Hyper.sh,14,pkg/kubectl,900,14.825,0.029
By changed lines,Hyper.sh,14,pkg/kubectl/describe.go,855,14.083,0.028
By changed lines,Hyper.sh,14,cmd,553,9.109,0.018
By changed lines,Hyper.sh,14,docs/admin/kubelet.md,383,6.309,0.013
By changed lines,Hyper.sh,14,docs/admin/kube-apiserver.md,378,6.226,0.012
By changed lines,Hyper.sh,14,pkg/kubelet/image_manager_test.go,299,4.925,0.01
By changed lines,Hyper.sh,14,cmd/genkubedocs/gen_kube_docs.go,280,4.612,0.009
By changed lines,Hyper.sh,14,docs/admin/kube-controller-manager.md,268,4.414,0.009
By changed lines,Hyper.sh,14,docs/admin/kube-proxy.md,224,3.69,0.007
By changed lines,Hyper.sh,14,pkg/kubelet/dockertools/manager.go,131,2.158,0.004
By changed lines,Hyper.sh,14,pkg/kubelet/container,120,1.977,0.004
By changed lines,Hyper.sh,14,pkg/kubelet/dockertools/container_gc_test.go,120,1.977,0.004
By changed lines,Hyper.sh,14,pkg/kubelet/kubelet.go,91,1.499,0.003
By changed lines,Hyper.sh,14,docs/admin/kube-scheduler.md,76,1.252,0.002
By changed lines,Hyper.sh,14,cmd/kubelet/app/server.go,69,1.137,0.002
All By changed lines,NotFound,15,"",5645,0.185,0.185
By changed lines,NotFound,15,test/e2e/pods.go,2905,51.461,0.095
By changed lines,NotFound,15,pkg,2459,43.561,0.081
By changed lines,NotFound,15,pkg/kubelet,1529,27.086,0.05
By changed lines,NotFound,15,pkg/kubelet/container,950,16.829,0.031
By changed lines,NotFound,15,pkg/util,857,15.182,0.028
By changed lines,NotFound,15,pkg/util/backoff_test.go,769,13.623,0.025
By changed lines,NotFound,15,pkg/kubelet/container/image_puller_test.go,579,10.257,0.019
By changed lines,NotFound,15,pkg/kubelet/dockertools,543,9.619,0.018
By changed lines,NotFound,15,pkg/kubelet/container/image_puller.go,297,5.261,0.01
By changed lines,NotFound,15,pkg/kubelet/dockertools/manager.go,271,4.801,0.009
By changed lines,NotFound,15,pkg/kubelet/dockertools/manager_test.go,259,4.588,0.008
By changed lines,NotFound,15,docs/user-guide/ui.md,245,4.34,0.008
By changed lines,NotFound,15,pkg/util/backoff.go,88,1.559,0.003
By changed lines,NotFound,15,pkg/kubelet/container/runtime.go,63,1.116,0.002
All By number of commits to file,All,0,"",20127,100.0,100.0
All By number of commits to file,Google,1,"",11642,57.843,57.843
By number of commits to file,Google,1,pkg,5562,47.775,27.635
By number of commits to file,Google,1,docs,1490,12.798,7.403
By number of commits to file,Google,1,test,1418,12.18,7.045
By number of commits to file,Google,1,pkg/client,1266,10.874,6.29
By number of commits to file,Google,1,test/e2e,1117,9.595,5.55
By number of commits to file,Google,1,pkg/kubelet,913,7.842,4.536
By number of commits to file,Google,1,hack,816,7.009,4.054
By number of commits to file,Google,1,cluster,772,6.631,3.836
By number of commits to file,Google,1,pkg/client/unversioned,722,6.202,3.587
By number of commits to file,Google,1,pkg/controller,642,5.515,3.19
By number of commits to file,Google,1,pkg/registry,632,5.429,3.14
By number of commits to file,Google,1,docs/user-guide,555,4.767,2.757
By number of commits to file,Google,1,cmd,491,4.217,2.44
By number of commits to file,Google,1,hack/jenkins,477,4.097,2.37
By number of commits to file,Google,1,pkg/kubectl,443,3.805,2.201
By number of commits to file,Google,1,pkg/apis,425,3.651,2.112
By number of commits to file,Google,1,examples,385,3.307,1.913
By number of commits to file,Google,1,pkg/client/typed,385,3.307,1.913
By number of commits to file,Google,1,pkg/client/typed/generated,377,3.238,1.873
By number of commits to file,Google,1,pkg/api,339,2.912,1.684
By number of commits to file,Google,1,pkg/apis/extensions,277,2.379,1.376
By number of commits to file,Google,1,cluster/gce,252,2.165,1.252
By number of commits to file,Google,1,docs/user-guide/kubectl,245,2.104,1.217
By number of commits to file,Google,1,hack/jenkins/e2e.sh,245,2.104,1.217
By number of commits to file,Google,1,pkg/util,232,1.993,1.153
All By number of commits to file,Red Hat,2,"",4547,22.592,22.592
By number of commits to file,Red Hat,2,pkg,2783,61.205,13.827
By number of commits to file,Red Hat,2,contrib,477,10.49,2.37
By number of commits to file,Red Hat,2,contrib/mesos,462,10.161,2.295
By number of commits to file,Red Hat,2,contrib/mesos/pkg,444,9.765,2.206
By number of commits to file,Red Hat,2,pkg/kubectl,417,9.171,2.072
By number of commits to file,Red Hat,2,pkg/api,370,8.137,1.838
By number of commits to file,Red Hat,2,contrib/mesos/pkg/scheduler,352,7.741,1.749
By number of commits to file,Red Hat,2,test,335,7.367,1.664
By number of commits to file,Red Hat,2,pkg/client,330,7.258,1.64
By number of commits to file,Red Hat,2,docs,312,6.862,1.55
By number of commits to file,Red Hat,2,pkg/apis,244,5.366,1.212
By number of commits to file,Red Hat,2,pkg/kubectl/cmd,242,5.322,1.202
By number of commits to file,Red Hat,2,pkg/volume,238,5.234,1.182
By number of commits to file,Red Hat,2,pkg/client/unversioned,223,4.904,1.108
By number of commits to file,Red Hat,2,pkg/registry,212,4.662,1.053
By number of commits to file,Red Hat,2,test/e2e,194,4.267,0.964
By number of commits to file,Red Hat,2,pkg/kubelet,191,4.201,0.949
By number of commits to file,Red Hat,2,pkg/controller,168,3.695,0.835
By number of commits to file,Red Hat,2,cmd,156,3.431,0.775
By number of commits to file,Red Hat,2,docs/user-guide,149,3.277,0.74
By number of commits to file,Red Hat,2,pkg/apis/extensions,142,3.123,0.706
By number of commits to file,Red Hat,2,pkg/apiserver,133,2.925,0.661
By number of commits to file,Red Hat,2,pkg/util,115,2.529,0.571
By number of commits to file,Red Hat,2,hack,105,2.309,0.522
By number of commits to file,Red Hat,2,plugin,102,2.243,0.507
All By number of commits to file,Huawei,3,"",764,3.796,3.796
By number of commits to file,Huawei,3,pkg,396,51.832,1.968
By number of commits to file,Huawei,3,docs,176,23.037,0.874
By number of commits to file,Huawei,3,docs/user-guide,97,12.696,0.482
